INSTRUMENTID,TRADEFEERATIO,TTRADEFEERATIO,COMMODITYDELIVFEEUNIT,SPECLONGMARGINRATIO,HEDGLONGMARGINRATIO,COMMODITYDELIVFEERATIO,PRODUCTID,PRODUCTNAME,TTRADEFEEUNIT,TRADEFEEUNIT,HEDGSHORTMARGINRATIO,SETTLEMENTPRICE,UNIDIRECT,SPECSHORTMARGINRATIO,ISUNITODAY,trade_date
br2608,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,11185,1,0.09,0,20251017
br2609,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,11245,1,0.09,0,20251017
br2610,0.02,0.01,0,0.09,0.08,0,br_f,丁二烯橡胶,0,0,0.08,11215,1,0.09,0,20251017
ru2511,0,0,0,0.1,0.1,0,ru_f,天然橡胶,1.5,3,0.1,14065,1,0.1,0,20251017
ru2601,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14820,1,0.09,0,20251017
ru2603,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14810,1,0.09,0,20251017
ru2604,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14800,1,0.09,0,20251017
ru2605,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14790,1,0.09,0,20251017
ru2606,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14815,1,0.09,0,20251017
ru2607,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14840,1,0.09,0,20251017
ru2608,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14810,1,0.09,0,20251017
ru2609,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14815,1,0.09,0,20251017
ru2610,0,0,0,0.09,0.08,0,ru_f,天然橡胶,1.5,3,0.08,14855,1,0.09,0,20251017
nr2511,0.02,0.01,0,0.1,0.1,0,nr_f,20号胶,0,0,0.1,12340,1,0.1,0,20251017
nr2512,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12290,1,0.09,0,20251017
nr2601,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12215,1,0.09,0,20251017
nr2602,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12155,1,0.09,0,20251017
nr2603,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12120,1,0.09,0,20251017
nr2604,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12120,1,0.09,0,20251017
nr2605,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12120,1,0.09,0,20251017
nr2606,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12125,1,0.09,0,20251017
nr2607,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12145,1,0.09,0,20251017
nr2608,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12175,1,0.09,0,20251017
nr2609,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12215,1,0.09,0,20251017
nr2610,0.02,0.01,0,0.09,0.08,0,nr_f,20号胶,0,0,0.08,12265,1,0.09,0,20251017
sp2511,0.05,0.025,0,0.1,0.1,0,sp_f,纸浆,0,0,0.1,4850,1,0.1,0,20251017
sp2512,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,4870,1,0.07,0,20251017
sp2601,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5124,1,0.07,0,20251017
sp2602,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5142,1,0.07,0,20251017
sp2603,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5156,1,0.07,0,20251017
sp2604,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5174,1,0.07,0,20251017
sp2605,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5186,1,0.07,0,20251017
sp2606,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5184,1,0.07,0,20251017
sp2607,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5190,1,0.07,0,20251017
sp2608,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5196,1,0.07,0,20251017
sp2609,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5186,1,0.07,0,20251017
sp2610,0.05,0.025,0,0.07,0.06,0,sp_f,纸浆,0,0,0.06,5190,1,0.07,0,20251017
op2601,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4206,1,0.07,0,20251017
op2602,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4220,1,0.07,0,20251017
op2603,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4216,1,0.07,0,20251017
op2604,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4228,1,0.07,0,20251017
op2605,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4216,1,0.07,0,20251017
op2606,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4198,1,0.07,0,20251017
op2607,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4242,1,0.07,0,20251017
op2608,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4258,1,0.07,0,20251017
op2609,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4220,1,0.07,0,20251017
op2610,0.1,0.05,0,0.07,0.06,0,op_f,胶版印刷纸,0,0,0.06,4220,1,0.07,0,20251017
ec2510,0.6,0.3,0,0.2,0.2,0.02,ec_f,SCFIS欧线,0,0,0.2,1098.8,1,0.2,0,20251017
ec2512,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1658.2,1,0.17,0,20251017
ec2602,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1459.8,1,0.17,0,20251017
ec2604,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1126.4,1,0.17,0,20251017
ec2606,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1288.5,1,0.17,0,20251017
ec2608,0.6,0.3,0,0.17,0.17,0.02,ec_f,SCFIS欧线,0,0,0.17,1411.4,1,0.17,0,20251017
cu2511,0.05,0.025,0,0.1,0.1,0,cu_f,铜,0,0,0.1,85300,1,0.1,0,20251020
cu2512,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85260,1,0.09,0,20251020
cu2601,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85230,1,0.09,0,20251020
cu2602,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85160,1,0.09,0,20251020
cu2603,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85120,1,0.09,0,20251020
cu2604,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,85040,1,0.09,0,20251020
cu2605,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84970,1,0.09,0,20251020
cu2606,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84990,1,0.09,0,20251020
cu2607,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84890,1,0.09,0,20251020
cu2608,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84710,1,0.09,0,20251020
cu2609,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84510,1,0.09,0,20251020
cu2610,0.05,0.025,0,0.09,0.08,0,cu_f,铜,0,0,0.08,84660,1,0.09,0,20251020
bc2511,0.01,0.005,0,0.1,0.1,0,bc_f,铜(BC),0,0,0.1,75720,1,0.1,0,20251020
bc2512,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75960,1,0.09,0,20251020
bc2601,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75860,1,0.09,0,20251020
bc2602,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251020
bc2603,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75870,1,0.09,0,20251020
bc2604,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76440,1,0.09,0,20251020
bc2605,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75900,1,0.09,0,20251020
bc2606,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75880,1,0.09,0,20251020
bc2607,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76570,1,0.09,0,20251020
bc2608,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,75800,1,0.09,0,20251020
bc2609,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251020
bc2610,0.01,0.005,0,0.09,0.08,0,bc_f,铜(BC),0,0,0.08,76130,1,0.09,0,20251020
al2511,0,0,0,0.1,0.1,0,al_f,铝,1.5,3,0.1,20900,1,0.1,0,20251020
al2512,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20930,1,0.09,0,20251020
al2601,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20930,1,0.09,0,20251020
al2602,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20940,1,0.09,0,20251020
al2603,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20955,1,0.09,0,20251020
al2604,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20970,1,0.09,0,20251020
al2605,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20985,1,0.09,0,20251020
al2606,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20985,1,0.09,0,20251020
al2607,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20995,1,0.09,0,20251020
al2608,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,21000,1,0.09,0,20251020
al2609,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20995,1,0.09,0,20251020
al2610,0,0,0,0.09,0.08,0,al_f,铝,1.5,3,0.08,20980,1,0.09,0,20251020
zn2511,0,0,0,0.1,0.1,0,zn_f,锌,1.5,3,0.1,21880,1,0.1,0,20251020
zn2512,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21885,1,0.09,0,20251020
zn2601,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21915,1,0.09,0,20251020
zn2602,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21945,1,0.09,0,20251020
zn2603,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,21980,1,0.09,0,20251020
zn2604,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22010,1,0.09,0,20251020
zn2605,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22025,1,0.09,0,20251020
zn2606,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22080,1,0.09,0,20251020
zn2607,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22080,1,0.09,0,20251020
zn2608,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22105,1,0.09,0,20251020
zn2609,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22150,1,0.09,0,20251020
zn2610,0,0,0,0.09,0.08,0,zn_f,锌,1.5,3,0.08,22210,1,0.09,0,20251020
pb2511,0.04,0.02,0,0.1,0.1,0,pb_f,铅,0,0,0.1,17100,1,0.1,0,20251020
pb2512,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17120,1,0.09,0,20251020
pb2601,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17110,1,0.09,0,20251020
pb2602,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17140,1,0.09,0,20251020
pb2603,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17155,1,0.09,0,20251020
pb2604,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17165,1,0.09,0,20251020
pb2605,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17175,1,0.09,0,20251020
pb2606,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17200,1,0.09,0,20251020
pb2607,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17210,1,0.09,0,20251020
pb2608,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17240,1,0.09,0,20251020
pb2609,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17270,1,0.09,0,20251020
pb2610,0.04,0.02,0,0.09,0.08,0,pb_f,铅,0,0,0.08,17195,1,0.09,0,20251020
ni2511,0,0,0,0.1,0.1,0,ni_f,镍,1.5,3,0.1,120750,1,0.1,0,20251020
ni2512,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,120920,1,0.1,0,20251020
ni2601,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121140,1,0.1,0,20251020
ni2602,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121320,1,0.1,0,20251020
ni2603,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121540,1,0.1,0,20251020
ni2604,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,121810,1,0.1,0,20251020
ni2605,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122070,1,0.1,0,20251020
ni2606,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122230,1,0.1,0,20251020
ni2607,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122530,1,0.1,0,20251020
ni2608,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,122820,1,0.1,0,20251020
ni2609,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123150,1,0.1,0,20251020
ni2610,0,0,0,0.1,0.09,0,ni_f,镍,1.5,3,0.09,123160,1,0.1,0,20251020
sn2511,0,0,0,0.1,0.1,0,sn_f,锡,1.5,3,0.1,278950,1,0.1,0,20251020
sn2512,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,279380,1,0.1,0,20251020
sn2601,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,279520,1,0.1,0,20251020
sn2602,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,279580,1,0.1,0,20251020
sn2603,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,279470,1,0.1,0,20251020
sn2604,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,279690,1,0.1,0,20251020
sn2605,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,279650,1,0.1,0,20251020
sn2606,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,279860,1,0.1,0,20251020
sn2607,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280420,1,0.1,0,20251020
sn2608,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280550,1,0.1,0,20251020
sn2609,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,280620,1,0.1,0,20251020
sn2610,0,0,0,0.1,0.09,0,sn_f,锡,1.5,3,0.09,281950,1,0.1,0,20251020
ao2511,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2788,1,0.11,0,20251020
ao2512,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2806,1,0.11,0,20251020
ao2601,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2816,1,0.11,0,20251020
ao2602,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2837,1,0.11,0,20251020
ao2603,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2903,1,0.11,0,20251020
ao2604,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2914,1,0.11,0,20251020
ao2605,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2927,1,0.11,0,20251020
ao2606,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2933,1,0.11,0,20251020
ao2607,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2942,1,0.11,0,20251020
ao2608,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2960,1,0.11,0,20251020
ao2609,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2975,1,0.11,0,20251020
ao2610,0.1,0.05,0,0.11,0.1,0,ao_f,氧化铝,0,0,0.1,2990,1,0.11,0,20251020
ad2511,0.1,0.05,0,0.1,0.1,0,ad_f,铸造铝合金,0,0,0.1,20330,1,0.1,0,20251020
ad2512,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20400,1,0.07,0,20251020
ad2601,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20440,1,0.07,0,20251020
ad2602,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20435,1,0.07,0,20251020
ad2603,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20350,1,0.07,0,20251020
ad2604,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20420,1,0.07,0,20251020
ad2605,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20360,1,0.07,0,20251020
ad2606,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20335,1,0.07,0,20251020
ad2607,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20270,1,0.07,0,20251020
ad2608,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20390,1,0.07,0,20251020
ad2609,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20640,1,0.07,0,20251020
ad2610,0.1,0.05,0,0.07,0.06,0,ad_f,铸造铝合金,0,0,0.06,20495,1,0.07,0,20251020
au2511,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,973.38,1,0.14,0,20251020
au2512,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,974.4,1,0.14,0,20251020
au2601,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,977.04,1,0.14,0,20251020
au2602,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,976.78,1,0.14,0,20251020
au2604,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,979.42,1,0.14,0,20251020
au2606,0,0,0,0.14,0.13,0,au_f,黄金,10,20,0.13,982.34,1,0.14,0,20251020
au2608,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,984.54,1,0.14,0,20251020
au2610,0,0,0,0.14,0.13,0,au_f,黄金,5,10,0.13,986.66,1,0.14,0,20251020
ag2511,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11784,1,0.14,0,20251020
ag2512,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11782,1,0.14,0,20251020
ag2601,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11802,1,0.14,0,20251020
ag2602,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11809,1,0.14,0,20251020
ag2603,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11833,1,0.14,0,20251020
ag2604,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11834,1,0.14,0,20251020
ag2605,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11850,1,0.14,0,20251020
ag2606,0.05,0.025,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11857,1,0.14,0,20251020
ag2607,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11865,1,0.14,0,20251020
ag2608,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11872,1,0.14,0,20251020
ag2609,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11885,1,0.14,0,20251020
ag2610,0.01,0.005,0,0.14,0.13,0,ag_f,白银,0,0,0.13,11910,1,0.14,0,20251020
rb2511,0.1,0.05,0,0.1,0.1,0,rb_f,螺纹钢,0,0,0.1,2997,1,0.1,0,20251020
rb2512,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3041,1,0.07,0,20251020
rb2601,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3058,1,0.07,0,20251020
rb2602,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3063,1,0.07,0,20251020
rb2603,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3087,1,0.07,0,20251020
rb2604,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3105,1,0.07,0,20251020
rb2605,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3114,1,0.07,0,20251020
rb2606,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3129,1,0.07,0,20251020
rb2607,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3137,1,0.07,0,20251020
rb2608,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3145,1,0.07,0,20251020
rb2609,0.02,0.01,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3152,1,0.07,0,20251020
rb2610,0.1,0.05,0,0.07,0.06,0,rb_f,螺纹钢,0,0,0.06,3151,1,0.07,0,20251020
wr2511,0.04,0.02,0,0.1,0.1,0,wr_f,线材,0,0,0.1,3310,1,0.1,0,20251020
wr2512,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3262,1,0.09,0,20251020
wr2601,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3362,1,0.09,0,20251020
wr2602,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3403,1,0.09,0,20251020
wr2603,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3361,1,0.09,0,20251020
wr2604,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3369,1,0.09,0,20251020
wr2605,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3365,1,0.09,0,20251020
wr2606,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3363,1,0.09,0,20251020
wr2607,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251020
wr2608,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3461,1,0.09,0,20251020
wr2609,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251020
wr2610,0.04,0.02,0,0.09,0.08,0,wr_f,线材,0,0,0.08,3430,1,0.09,0,20251020
hc2511,0.1,0.05,0,0.1,0.1,0,hc_f,热轧卷板,0,0,0.1,3275,1,0.1,0,20251020
hc2512,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3261,1,0.07,0,20251020
hc2601,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3229,1,0.07,0,20251020
hc2602,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3231,1,0.07,0,20251020
hc2603,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3235,1,0.07,0,20251020
hc2604,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3240,1,0.07,0,20251020
hc2605,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3245,1,0.07,0,20251020
hc2606,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3247,1,0.07,0,20251020
hc2607,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3256,1,0.07,0,20251020
hc2608,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3262,1,0.07,0,20251020
hc2609,0.02,0.01,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3267,1,0.07,0,20251020
hc2610,0.1,0.05,0,0.07,0.06,0,hc_f,热轧卷板,0,0,0.06,3267,1,0.07,0,20251020
ss2511,0,0,0,0.1,0.1,0,ss_f,不锈钢,1,2,0.1,12590,1,0.1,0,20251020
ss2512,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12610,1,0.07,0,20251020
ss2601,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12700,1,0.07,0,20251020
ss2602,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12755,1,0.07,0,20251020
ss2603,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12845,1,0.07,0,20251020
ss2604,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12925,1,0.07,0,20251020
ss2605,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,12950,1,0.07,0,20251020
ss2606,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13025,1,0.07,0,20251020
ss2607,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13070,1,0.07,0,20251020
ss2608,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13135,1,0.07,0,20251020
ss2609,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13180,1,0.07,0,20251020
ss2610,0,0,0,0.07,0.06,0,ss_f,不锈钢,1,2,0.06,13230,1,0.07,0,20251020
sc2511,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,436.3,1,0.11,0,20251020
sc2512,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,439.1,1,0.11,0,20251020
sc2601,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,439.9,1,0.11,0,20251020
sc2602,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,441.3,1,0.11,0,20251020
sc2603,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,442.4,1,0.11,0,20251020
sc2604,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,443.9,1,0.11,0,20251020
sc2605,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,444.6,1,0.11,0,20251020
sc2606,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,445.5,1,0.11,0,20251020
sc2607,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,447.3,1,0.11,0,20251020
sc2608,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,448.1,1,0.11,0,20251020
sc2609,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,447.8,1,0.11,0,20251020
sc2610,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,447.3,1,0.11,0,20251020
sc2612,0,0,0,0.11,0.1,0,sc_f,原油,10,20,0.1,450.4,1,0.11,0,20251020
